scene_id,im_id,obj_id,score,R,t,time
2,277,1,1,0.9999997139133194 -9.10748484667101e-05 -0.00075091853865622 9.156384272801521e-05 0.9999997837863026 0.0006511861573698374 0.000750859069616916 -0.0006512547280612402 0.9999995060388468,0.46487862768831434 -0.4811668280282788 0.10144947163132656,5
2,283,1,1,0.9999998211659844 -0.00010980557948078729 0.0005878866678684092 0.00010990610116604072 0.9999999793468979 -0.00017095862828899605 -0.000587867883515468 0.0001710232100473972 0.9999998125811891,-0.4120583570589247 0.10550325853292364 0.015290141233890608,5
2,307,1,1,0.9999999643500819 0.00026395683583119167 4.033142459397565e-05 -0.00026393826676615606 0.9999998594944977 -0.0004597255451975202 -4.0452766627119274e-05 0.00045971488380180947 0.9999998935128942,-0.05269899476442674 0.353667466791606 -0.03638232798516583,5
2,310,1,1,0.9999998795304315 -0.0002463038681822516 0.00042458630116809504 0.00024613977088344674 0.9999998950178515 0.0003864964399181853 -0.00042468145216184583 -0.00038639188578191985 0.9999998351734734,-0.3296355412265086 -0.2954415518994131 0.020425059038643667,5
2,322,1,1,0.9999999851977704 -9.180729397753606e-05 -0.00014551934367482144 9.186491478302417e-05 0.9999999173686818 0.0003960094283046445 0.00014548297509653363 -0.0003960227905643321 0.9999999110003227,0.10540093934670836 -0.33124046953120967 0.07113442433058026,5
2,326,1,1,0.9999998598934531 0.0005106240749911811 -0.00013955689603146332 -0.0005107157467907075 0.9999996533439051 -0.000657633253215828 0.00013922104428126109 0.0006577044349814765 0.9999997740211628,0.176497654817382 0.4384241158120403 0.06056870796987823,5
2,338,1,1,0.999999795180881 5.028732799366997e-06 0.000640010083065301 -5.152608697406302e-06 0.9999999812556254 0.00019355153906754075 -0.0006400090977496387 -0.00019355479714566748 0.9999997764624223,-0.38846418540359196 -0.10344098236003774 -0.09392658948343069,5
2,342,1,1,0.9999994575930153 -0.000944954198950243 -0.00043803565836835097 0.0009451905858687826 0.9999994076369351 0.0005397597020513761 0.00043752535069538356 -0.0005401734364624752 0.9999997583920842,0.20453991225849677 -0.18143086204733194 0.0396851641281728,5
2,365,1,1,0.9999999407212414 0.0003348370623620367 -8.025993001140042e-05 -0.00033484312660364557 0.9999999410856845 -7.555599854845718e-05 8.023462633449663e-05 7.558286855550989e-05 0.9999999939248173,0.05062327221180851 0.06690508713979426 0.0025355306901246877,5
2,368,1,1,0.9999999399282202 9.553084643987297e-05 -0.0003331927581257804 -9.563969362941238e-05 0.9999999420670351 -0.0003266787037978919 0.0003331615309295488 0.0003267105506273016 0.9999998911317995,0.2642537542689638 0.23502352961438078 0.023216478837298382,5
2,387,1,1,0.9999992482562372 0.001068237023575891 -0.0006019606484606865 -0.0010681993145486013 0.9999994274928607 6.296169982639155e-05 0.0006020275618527915 -6.231863854283537e-05 0.9999998168395848,0.4178421572747766 -0.3621128609878994 0.18886970238247613,5
2,402,1,1,0.9999996829295774 -0.00014784238288506613 -0.000782485382356285 0.00014795308157106168 0.9999999790558955 0.00014141461751943085 0.0007824644588937668 -0.00014153034380437468 0.999999683859216,0.819237872350925 -0.089842694717575 -0.20173620580112583,5
2,415,1,1,0.9999998039201005 -0.00013221308985200686 0.0006121106602348658 0.00013224036484948964 0.9999999902652866 -4.451867508006857e-05 -0.0006121047683245034 4.459961208772012e-05 0.9999998116692955,-0.5746254825061214 -0.04264045272823225 0.2165732431012657,5
2,417,1,1,0.9999999222879683 0.0001408487401648173 0.0003682196231857282 -0.00014081723013577296 0.9999999864217 -8.559853298162334e-05 -0.000368231674631625 8.554667466248445e-05 0.9999999285435981,-0.36298161802221784 0.12867353886815636 0.1295281625057214,5
2,425,1,1,0.9999987407542293 -0.001433846449446885 0.0006801281612863752 0.001434274213969855 0.999998773685024 -0.0006288767186138355 -0.0006792256145850967 0.0006298514169874592 0.9999995709697865,-1.15224534261813 0.2549232005254112 0.5014262455442804,5
2,428,1,1,0.9999999616569268 -3.124522744507585e-05 0.00027515428479846227 3.1333979498865405e-05 0.9999999474881052 -0.0003225553731542874 -0.0002751441920331166 0.00032256398246494067 0.9999999101240715,-0.25946013305508586 0.29794198501753755 0.06553689839972776,5
2,434,1,1,0.9999973776524197 0.002026351834659601 -0.0010670457007145306 -0.0020249694415332975 0.9999971112018871 0.0012950238006183556 0.0010696667920895853 -0.001292859669678792 0.9999985921624237,1.0660531717983304 -0.5999567087950268 -0.3451228441040257,5
2,435,1,1,0.999999432055353 -0.0010545691140373958 -0.00015418480741885565 0.0010547267954061357 0.9999989172335836 0.0010261983471205605 0.00015310244339111767 -0.0010263603871442928 0.9999994615718542,-0.021532325038151612 -1.2216188635675032 -0.17953409098697648,5
2,442,1,1,0.9999995990847788 0.0008715033774137071 -0.00020569916456919524 -0.0008715360541117212 0.9999996076003863 -0.0001588205937028686 0.0002055606711690583 0.00015899980426764548 0.9999999662319364,0.11209477539813406 0.30961852698081316 -0.04045909722083252,5
2,446,1,1,0.9999997768221941 0.000625334158640467 -0.00023518663269420093 -0.0006253894362922563 0.9999997768227277 -0.00023503733381316505 0.00023503960333272345 0.0002351843645927755 0.9999999447223484,0.23356541825813792 0.30198889033456666 0.008378747393180674,5
2,453,1,1,0.9999996899191923 0.0007472375286341759 0.0002485912204489016 -0.0007473054774487647 0.999999683405725 0.0002733550313216218 -0.00024838688060790926 -0.0002735407201397075 0.9999999317397139,-0.41398809100776646 -0.37217867486670286 -0.022103846342361066,5
2,473,1,1,0.9999989839402064 0.0007143546367744946 -0.0012336190694551274 -0.0007154008368044362 0.9999993846835424 -0.0008478408934095918 0.0012330126513157014 0.0008487225640672752 0.9999988796742785,1.4108490850976558 0.8826222999343329 0.11001062301193087,5
2,474,1,1,0.9999999975109817 7.04235010224874e-05 -4.309062125520957e-06 -7.042313918392828e-05 0.9999999939995021 8.391410561425783e-05 4.314971624799768e-06 -8.39138019480476e-05 0.9999999964699278,0.033124919762400395 -0.045744197787518814 0.00628678549446704,5
2,476,1,1,0.9999998360477201 -0.0005171221181231866 0.0002459456193934506 0.000517078481789647 0.9999998505700931 0.00017745319485534816 -0.00024603734761419194 -0.00017732599257324483 0.9999999540105575,-0.3187831364531917 -0.31278718558019136 0.03734678626506138,5
2,477,1,1,0.9999969440305808 0.0010882376754960208 -0.002219835188076058 -0.0010888308596250472 0.9999993718377981 -0.0002660288873239233 0.0022195442910017404 0.00026844509940334056 0.999997500777062,2.6487400936629797 0.396971384305175 -0.33930371478709276,5
2,480,1,1,0.9999974695836438 -0.0017205943743317242 -0.0014492692324762143 0.0017214818337721594 0.9999983313896856 0.0006113249051691976 0.0014482149720178928 -0.0006138182489186247 0.9999987629495112,1.1439898454457875 -0.9704645923486055 -0.3924711998008661,5
2,491,1,1,0.9999996340078392 -0.0006188256161318573 0.0005907952647237931 0.0006187901725313028 0.9999998067388916 6.0173938463931737e-05 -0.0005908323877206363 -5.980833813663822e-05 0.9999998236700111,-0.7110098937702745 -0.08754932288867678 0.10412213535528281,5
2,501,1,1,0.9999998230722619 0.00021405340166507497 -0.0005550104367606848 -0.00021380589181057815 0.999999877696081 0.0004459763038489606 0.0005551058316256782 -0.00044585756044203395 0.9999997465342441,0.4313102850904329 -0.35268731194472025 -0.18821693964059705,5
2,521,1,1,0.9999991679410148 -0.0012065974239331423 0.00045633313834242406 0.0012063702945634969 0.9999991484946572 0.0004976752675223267 -0.00045693324346773867 -0.000497124346684974 0.9999997720396713,-0.5965426012711816 -0.6860800535425398 -0.030097770534894153,5
2,527,1,1,0.9999999235520073 -0.00038720992205039384 5.444681764850759e-05 0.0003872472586907705 0.9999996887500926 -0.0006874149245110206 -5.4180626822334516e-05 0.0006874359563392995 0.9999997622481043,-0.0681262438976944 0.627679687503127 0.09939241207314353,5
2,529,1,1,0.9999999947474074 -5.395984598956238e-05 -8.71408098094828e-05 5.3952639989515716e-05 0.9999999951254089 -8.269398094989944e-05 8.714527153905194e-05 8.268927903909429e-05 0.9999999927840924,0.09501949241320062 0.06293285201598664 0.016522841134019473,5
2,532,1,1,0.9999998974226376 0.0003316637768748798 -0.000308470181860635 -0.00033175998787404737 0.9999998963273475 -0.00031189838820152443 0.00030836670448336403 0.00031200069427158965 0.9999999037827664,0.40549239100883483 0.35872721980447864 0.013923673839826733,5
2,535,1,1,0.9999994203448395 0.0009428707039871864 -0.0005199084737354531 -0.0009430939674414107 0.9999994631157857 -0.0004293505662803787 0.0005195033725339249 0.0004298406399500243 0.9999997726766094,0.6047369357301307 0.5704720918713804 -0.05445759958263352,5
2,540,1,1,0.9999998973760639 -0.0003620167772682148 0.0002723815611463676 0.00036198598641468127 0.9999999280890861 0.0001130838988243621 -0.0002724224798278385 -0.00011298528891101611 0.999999956510158,-0.2623760032820712 -0.20466141809045624 0.03901192991145308,5
2,549,1,1,0.9999997378541183 -0.0007211357408581365 6.522989081321484e-05 0.0007211407226583172 0.9999997370609119 -7.638171250140546e-05 -6.517479207887242e-05 7.642873240892856e-05 0.9999999949554481,-0.05576714471345667 -0.16955608279868928 0.015831787364959382,5
2,560,1,1,0.9999999466483648 -2.563792542892296e-05 -0.0003256469920741578 2.5618504871399717e-05 0.9999999978933295 -5.9640871713950716e-05 0.0003256485204563425 5.963252594287649e-05 0.9999999451985003,0.28084228685071366 0.005609924696258872 -0.0772834776801119,5
2,563,1,1,0.9999997658712196 0.000500692410220327 -0.00046643822442313243 -0.000500893454141671 0.9999997816713435 -0.0004310023351128539 0.0004662223229881246 0.0004312358700564248 0.9999997983361644,0.4046445668185896 0.38435111028280744 0.05921229849093379,5
2,571,1,1,0.9999997433047604 -0.0006394140602835885 0.00032332657418127075 0.0006391289931159949 0.9999994076715557 0.0008810054871248307 -0.00032388970996137523 -0.000880798613587308 0.9999995596445322,-0.28250895941900467 -0.9137905915772677 0.13455708103754205,5
2,575,1,1,0.9999999449489716 -0.0002954023349920343 0.0001511274731051393 0.00029538282530017224 0.9999999480410454 0.00012910031488194695 -0.00015116560178735083 -0.00012905566731519214 0.9999999802467971,-0.20176265792434833 -0.1609800171681144 0.02323234207005953,5
2,589,1,1,0.9999999935261934 0.00011366345116892163 5.313367065024055e-06 -0.0001136631936489163 0.9999999923670391 -4.844170909668044e-05 -5.318873076171071e-06 4.844110484875097e-05 0.999999998812584,0.01959674572040626 0.055459418566079055 0.011548867391525164,5
2,603,1,1,0.9999994301428851 -0.00029615386500703514 -0.001025673824681328 0.0002963322976896922 0.9999999409871124 0.00017381870159875398 0.0010256222870727028 -0.00017412254282808334 0.9999994588899864,0.8450088879056494 -0.22072725027843454 0.005253470738352917,5
2,607,1,1,0.9999999649492066 -0.00023716795943753977 -0.00011769853637783045 0.00023714593645654536 0.9999999543791643 -0.00018709215641568577 0.00011774290327354331 0.0001870642381281984 0.9999999755717899,0.10289321996695833 0.15112758337781607 0.016768454982297953,5
2,615,1,1,0.9999999746927193 -0.00013129153961949358 -0.00018269398289294525 0.00013130645740705438 0.9999999880463611 8.164491144796449e-05 0.0001826832614237328 -8.166889828142843e-05 0.9999999799785076,0.13111407409391518 -0.06309992632597528 -0.020319327319043623,5
2,625,1,1,0.9999995646536121 9.697472385689077e-05 -0.0009280562969102846 -9.668437962193077e-05 0.9999999463754523 0.0003128917144905527 0.0009280865897307033 -0.00031280184972685976 0.9999995204050278,0.8092739917491407 -0.3173452983923255 0.020127592404378447,5
2,642,1,1,0.9999995774837097 -0.0005168021219781327 0.0007602288921566003 0.0005165462800449383 0.9999998099096633 0.00033669062764879465 -0.0007604027500752175 -0.0003362977919856569 0.9999996543456664,-0.7576965388159067 -0.3441350710841107 0.013032251361892122,5
2,648,1,1,0.9999999308462926 -0.0002693192595113192 0.0002564654858173976 0.00026945434587841155 0.9999998249198265 -0.0005268345767303617 -0.00025632355421705 0.0005269036460378573 0.9999998283353769,-0.30193216819444046 0.3975581445829306 0.10889251100968522,5
2,649,1,1,0.9999997406077291 -0.0005592330920948705 0.0004539194031240035 0.0005591312064635967 0.9999998184740141 0.00022455341075651556 -0.00045404489842398865 -0.0002242995520055722 0.9999998717664624,-0.4032396540576144 -0.2480250103670727 0.009855123085230844,5
2,652,1,1,0.9999996850721995 0.0006544712015045251 -0.0004489130744040823 -0.0006547660713318582 0.9999995698025137 -0.0006570206842057003 0.0004484828801660859 0.0006573144103418221 0.999999683400386,0.38250012074789197 0.5295014833401908 -0.012809776515155136,5
2,667,1,1,0.9999991915333015 -0.0011064776846928526 0.0006266098278480126 0.001105696252134275 0.9999986123887997 0.001246056288004227 -0.0006279876918338922 -0.0012453624404714092 0.999999027351452,-0.49853889358936954 -0.9597154685392724 0.07788963680275174,5
2,669,1,1,0.9999997533468101 -0.0006525678775548549 0.0002597334888661401 0.0006524795680401541 0.9999997293555232 0.000339940134518827 -0.00025995525258325214 -0.0003397705798764347 0.9999999084896061,-0.18958730429082493 -0.26652528110406415 -0.0045705276291982955,5
2,679,1,1,0.9976159253364503 0.06719874671449316 -0.01570967711632456 -0.06685785907388153 0.9975350937972872 0.021301721125167143 0.017102403198230923 -0.02020062085280308 0.9996496599919423,16.793595062485796 -14.118611959514723 -1.6989810550854827,5
2,691,1,1,0.9999997430560605 -0.0007167266037081399 -1.3812605597962602e-05 0.0007167294671507896 0.9999997214281378 0.00020842868869830333 1.3663215363807213e-05 -0.00020843853504526333 0.9999999781833468,-0.11416655173147205 -0.20620224946245003 -0.10130673138007751,5
2,695,1,1,0.9999999839717384 0.00016147354525721663 7.73486790047748e-05 -0.00016144081067172994 0.9999998974922806 -0.0004230275320859789 -7.741697883085e-05 0.00042301503807201657 0.999999907532441,-0.02394064207754809 0.31907363603407646 0.07728901718337511,5
2,703,1,1,0.9999999706616752 -0.00013487461387332728 -0.0002012100564196366 0.0001349662220227546 0.9999998872238586 0.00045534205725739074 0.00020114861964347017 -0.0004553692004602983 0.999999876089054,0.2249526592900679 -0.4586367805655982 0.002011760750974645,5
2,708,1,1,0.9999999570366593 -3.5790874757697655e-05 0.00029093932935581046 3.5775080623628476e-05 0.999999997886277 5.4291717005529316e-05 -0.0002909412718894444 -5.4281306295694744e-05 0.9999999562033577,-0.2860792124071736 -0.06287358578219937 0.06581960866776626,5
2,711,1,1,0.9999999886382295 -5.791298228870895e-05 0.00013917481066849646 5.791543485374889e-05 0.9999999981677005 -1.7618224280868677e-05 -0.00013917379008948627 1.7626284450150687e-05 0.9999999901599852,-0.09891106696780128 0.003943945900573453 -0.0027830073959194124,5
2,727,1,1,0.9999999571413996 1.8321705371387997e-05 0.0002922011529766788 -1.8393618451087446e-05 0.9999999695464247 0.0002461073423238036 -0.00029219663497165316 -0.00024611270641228256 0.9999999270248284,-0.30455534942791473 -0.23590839478978864 0.13936285783358926,5
2,736,1,1,0.9999999990123082 -2.419752688576516e-05 3.728087676570235e-05 2.4172558584087227e-05 0.9999997755325821 0.0006695897796729633 -3.729707081401301e-05 -0.0006695888778374404 0.9999997751298064,-0.022161479457444955 -0.5951123847804922 0.14864275320303477,5
2,737,1,1,0.9999991172398948 0.00010918220362975996 -0.0013242351296879201 -0.00011007872138106729 0.9999997648079567 -0.0006769539917917122 0.0013241609069097743 0.0006770991643136604 0.9999988940666955,1.2496237411962272 0.6376111868327996 -0.13705972296190794,5
2,739,1,1,0.999999994691154 5.025296751917652e-05 -8.995738688247212e-05 -5.029203897338741e-05 0.9999999043909001 -0.0004343833581693657 8.993554922856473e-05 0.000434387880003273 0.9999999016093786,0.08528561476471097 0.4120401133753546 -0.027544210385372025,5
2,740,1,1,0.9999992639627133 0.00011179128165117458 -0.0012081294391733666 -0.00011302232669435641 0.9999994744857255 -0.0010189476078894116 0.0012080148948251102 0.0010190834035063573 0.9999987510837358,1.1012489934406844 0.9485515715430495 -0.14236096130593978,5
2,750,1,1,0.999999890805869 -9.890753375496608e-05 -0.0004567335657851834 9.874496121092813e-05 0.999999931772747 -0.0003559549609772339 0.0004567687412510568 0.0003559098219707013 0.999999832345244,0.36019001104645554 0.28839133987751353 -0.09017580382669621,5
2,754,1,1,0.9999996983014129 0.0005402091717406909 -0.0005581855731166818 -0.0005403040433434314 0.9999998396150755 -0.00016982745581131664 0.0005580937412426878 0.0001701289944970874 0.9999998297937361,0.5852840780292183 0.2921555609898334 -0.12239840577160521,5
2,756,1,1,0.9999999033837088 0.0001690967980795266 0.000405757126654388 -0.00016917533088856018 0.9999999669648912 0.00019351982913322352 -0.00040572438966665625 -0.00019358845453185114 0.9999998989556098,-0.3816083638579073 -0.15403989221499614 0.06469141149864299,5
2,757,1,1,0.9999999309271117 -0.00030876931050655143 0.00020689921586669602 0.0003087770650946897 0.9999999516271423 -3.7449132371192295e-05 -0.00020688764271525883 3.75130155168546e-05 0.9999999778951384,-0.24616078620624648 -0.027274369546084642 0.06280381538886104,5
2,758,1,1,0.9999997741007876 -0.0002236659576129174 0.0006338548037293779 0.00022330400215697654 0.9999998120176286 0.0005710516865295584 -0.0006339824093981872 -0.0005709100152150037 0.9999996360639629,-0.6632971762381317 -0.6083773706761804 0.06599370844742225,5
2,761,1,1,0.9999999364477534 0.00034825903765406396 7.628978965113983e-05 -0.0003482540149479241 0.9999999371920771 -6.584059848307837e-05 -7.631271444309001e-05 6.581402607338561e-05 0.9999999949224414,-0.11463289419319267 0.10055149585721779 0.01808694127180388,5
2,762,1,1,0.9999996448848532 -0.0004194446553996145 0.0007309557783454212 0.0004192771567145259 0.9999998858167405 0.00022928840385200155 -0.0007310518686782785 -0.00022898184936771815 0.9999997065651961,-0.7718346581405626 -0.08947824333712617 -0.3164236588178255,5
2,764,1,1,0.9999991956534051 -0.00023750678229411681 0.0012459065261109514 0.00023671232009706 0.999999768610458 0.0006377666563761458 -0.0012460577117270888 -0.0006374712219662515 0.9999990204848301,-0.9495291113440771 -0.44601871597001264 -0.14629142633680203,5
2,768,1,1,0.9999998209597754 -0.0004096898911344071 0.00043615892814830026 0.00040963110000741265 0.9999999070057193 0.00013487370049641845 -0.0004362141439797351 -0.00013469501208712709 0.9999998957872318,-0.27851119916172706 -0.04757285449997539 -0.049877206122232565,5
2,769,1,1,0.9999985203436255 0.0010615941101019266 -0.0013536352922209338 -0.0010617192861088198 0.9999994321660863 -9.175871598672558e-05 0.0013535371130684037 9.319576091168513e-05 0.9999990796254933,1.100785224610604 -0.244036058613176 0.3853103668782296,5
2,770,1,1,0.9999995709562332 0.0007569533356766023 -0.0005339559889947498 -0.0007569453897247613 0.9999997134030462 1.5083217764444434e-05 0.000533967253256995 -1.4679035768877524e-05 0.999999857331739,0.1970786950584511 -0.16981092367171868 0.11811789542764473,5
2,773,1,1,0.9999999641894217 0.0002670845524276877 1.6941033214035173e-05 -0.0002670828788497448 0.9999999594611539 -9.871386677209881e-05 -1.696739747616971e-05 9.870933857705766e-05 0.9999999949842868,-0.059987795314384584 -0.010873793658888076 -0.02987690308805213,5
2,775,1,1,0.9999999772635687 -0.0002035049170105857 6.37072276908901e-05 0.00020348759858203336 0.9999999423771025 0.00027173256968064663 -6.37625229337746e-05 -0.0002717195998717947 0.999999961051399,-0.013016692894780135 -0.20543386941321273 0.03562741125301727,5
